"","x"
"955","RWDD3"
"956","SAP30BP"
"957","SAP30L"
"958","SCAND1"
"959","SCARNA12"
"960","SCARNA16"
"961","SCARNA9"
"962","SCGBL"
"963","SCN8A"
"964","SCNN1D"
"965","SCRN2"
"966","SCXB"
"967","SDHAP1"
"968","SDHAP2"
"969","SDHAP3"
"970","SDR39U1"
"971","SEC31B"
"972","SENP6"
"973","SEPT7P2"
"974","SERINC4"
"975","SETD2"
"976","SETD5"
"977","SF3B1"
"978","SFI1"
"979","SFRS11"
"980","SFRS12"
"981","SFRS13A"
"982","SFRS16"
"983","SFRS17A"
"984","SFRS18"
"985","SFRS2"
"986","SFRS5"
"987","SFRS6"
"988","SFRS8"
"989","SFXN5"
"990","SGCB"
"991","SGCE"
"992","SGK2"
"993","SGK494"
"994","SGSM2"
"995","SGTB"
"996","SH2B1"
"997","SHQ1"
"998","SIN3B"
"999","SIRT7"
"1000","SLC12A9"
"1001","SLC17A5"
"1002","SLC22A13"
"1003","SLC23A3"
"1004","SLC25A27"
"1005","SLC25A28"
"1006","SLC25A29"
"1007","SLC25A2"
"1008","SLC25A34"
"1009","SLC25A37"
"1010","SLC25A6"
"1011","SLC26A1"
"1012","SLC30A1"
"1013","SLC34A3"
"1014","SLC38A10"
"1015","SLC39A5"
"1016","SLC40A1"
"1017","SLC6A16"
"1018","SLC7A5P2"
"1019","SLC7A9"
"1020","SLC9A5"
"1021","SLC9A8"
"1022","SLED1"
"1023","SLFNL1"
"1024","SLIT2"
"1025","SLTM"
"1026","SMARCAL1"
"1027","SMARCC2"
"1028","SMG1"
"1029","SMG5"
"1030","SNHG12"
"1031","SNHG1"
"1032","SNHG3"
"1033","SNHG4"
"1034","SNORA16B"
"1035","SNORA18"
"1036","SNORA21"
"1037","SNORA29"
"1038","SNORA39"
"1039","SNORA52"
"1040","SNORA61"
"1041","SNORA67"
"1042","SNORA6"
"1043","SNORA72"
"1044","SNORA81"
"1045","SNORA8"
"1046","SNORD10"
"1047","SNORD116"
"1048","SNORD1C"
"1049","SNRNP70"
"1050","SNRPA"
"1051","SNURF"
"1052","SNX11"
"1053","SNX12"
"1054","SOCS5"
"1055","SPDYE1"
"1056","SPDYE5"
"1057","SPDYE6"
"1058","SPDYE7P"
"1059","SPDYE8P"
"1060","SPG7"
"1061","SPRN"
"1062","SPTBN5"
"1063","SPTY2D1"
"1064","SRC"
"1065","SRRM2"
"1066","SRRM5"
"1067","SRRT"
"1068","SS18L1"
"1069","SSPO"
"1070","SSR1"
"1071","SSR3"
"1072","ST6GALNAC3"
"1073","ST7OT2"
"1074","ST7"
"1075","STAG3L1"
"1076","STAG3L2"
"1077","STAG3L3"
"1078","STAT6"
"1079","STK11IP"
"1080","STK36"
"1081","STON1"
"1082","STRC"
"1083","STX16"
"1084","STX1B"
"1085","STX5"
"1086","SULT1A3"
"1087","SUMO3"
