"","x"
"1043","KIAA1409"
"1044","KIAA1704"
"1045","KIAA1797"
"1046","KIAA1841"
"1047","KIF2A"
"1048","KIF3A"
"1049","KIF3B"
"1050","KIF5A"
"1051","KITLG"
"1052","KIT"
"1053","KLF6"
"1054","KLF9"
"1055","KLHDC10"
"1056","KLHL10"
"1057","KLHL15"
"1058","KLHL1"
"1059","KLHL34"
"1060","KLHL5"
"1061","KLK15"
"1062","KLRG2"
"1063","KL"
"1064","KRIT1"
"1065","KRT32"
"1066","KRT3"
"1067","KRT74"
"1068","KRTAP10"
"1069","KRTAP19"
"1070","KRTAP3"
"1071","KRTAP4"
"1072","KRTAP4"
"1073","KRTAP4"
"1074","LACE1"
"1075","LACRT"
"1076","LAMB2L"
"1077","LARGE"
"1078","LCA5"
"1079","LCN9"
"1080","LCORL"
"1081","LCOR"
"1082","LDB2"
"1083","LDHA"
"1084","LDHC"
"1085","LECT2"
"1086","LEFTY1"
"1087","LEKR1"
"1088","LENEP"
"1089","LGALS12"
"1090","LGI1"
"1091","LGR6"
"1092","LHX4"
"1093","LHX8"
"1094","LIG4"
"1095","LIN54"
"1096","LIN7B"
"1097","LINGO1"
"1098","LINGO4"
"1099","LIPF"
"1100","LLPH"
"1101","LMLN"
"1102","LMO1"
"1103","LMO2"
"1104","LMOD2"
"1105","LMX1A"
"1106","LMX1B"
"1107","LNPEP"
"1108","LOC100101938"
"1109","LOC100128023"
"1110","LOC100128239"
"1111","LOC100128292"
"1112","LOC100128554"
"1113","LOC100128573"
"1114","LOC100128640"
"1115","LOC100129716"
"1116","LOC100129935"
"1117","LOC100130093"
"1118","LOC100130264"
"1119","LOC100130386"
"1120","LOC100130522"
"1121","LOC100131691"
"1122","LOC100133612"
"1123","LOC100133985"
"1124","LOC100133991"
"1125","LOC100134368"
"1126","LOC100134713"
"1127","LOC100190938"
"1128","LOC100192379"
"1129","LOC100216545"
"1130","LOC100271832"
"1131","LOC100272217"
"1132","LOC100287227"
"1133","LOC100287704"
"1134","LOC100289341"
"1135","LOC126536"
"1136","LOC127841"
"1137","LOC143188"
"1138","LOC144486"
"1139","LOC145820"
"1140","LOC147804"
"1141","LOC148145"
"1142","LOC149134"
"1143","LOC149837"
"1144","LOC150381"
"1145","LOC152024"
"1146","LOC158376"
"1147","LOC158572"
"1148","LOC219347"
"1149","LOC254312"
"1150","LOC283267"
"1151","LOC283404"
"1152","LOC283761"
"1153","LOC283856"
"1154","LOC284023"
"1155","LOC284100"
"1156","LOC284632"
"1157","LOC284798"
"1158","LOC284900"
"1159","LOC285045"
"1160","LOC285074"
"1161","LOC285629"
"1162","LOC285733"
"1163","LOC285847"
"1164","LOC286238"
"1165","LOC286467"
"1166","LOC29034"
"1167","LOC339240"
"1168","LOC347376"
"1169","LOC348840"
"1170","LOC348926"
"1171","LOC360030"
"1172","LOC375190"
"1173","LOC387646"
"1174","LOC388796"
"1175","LOC389458"
"1176","LOC391322"
"1177","LOC400927"
"1178","LOC401052"
"1179","LOC401127"
"1180","LOC401431"
"1181","LOC402644"
"1182","LOC407835"
"1183","LOC415056"
"1184","LOC440354"
"1185","LOC440905"
"1186","LOC441294"
"1187","LOC441455"
"1188","LOC541473"
"1189","LOC572558"
"1190","LOC595101"
"1191","LOC643763"
"1192","LOC645752"
"1193","LOC646627"
"1194","LOC646762"
"1195","LOC647288"
"1196","LOC647979"
"1197","LOC652276"
"1198","LOC653113"
"1199","LOC654433"
"1200","LOC727677"
"1201","LOC728190"
"1202","LOC728323"
"1203","LOC728410"
"1204","LOC728640"
"1205","LOC728758"
"1206","LOC729020"
"1207","LOC729375"
"1208","LOC729609"
"1209","LOC729668"
"1210","LOC729799"
"1211","LOC729991"
"1212","LOC90110"
"1213","LOC90784"
"1214","LOC91948"
"1215","LOC92659"
"1216","LOH12CR1"
"1217","LOH3CR2A"
"1218","LPHN1"
"1219","LPHN2"
"1220","LQK1"
"1221","LRBA"
"1222","LRIT2"
"1223","LRP10"
"1224","LRPAP1"
"1225","LRRC34"
"1226","LRRC4C"
"1227","LRRC66"
"1228","LRRC69"
"1229","LRRC70"
"1230","LRRCC1"
"1231","LRRFIP2"
"1232","LRRIQ4"
"1233","LRRN3"
"1234","LST"
"1235","LY6G6D"
"1236","LYPD6"
"1237","LYSMD3"
"1238","LYZL6"
"1239","MAB21L1"
"1240","MAGEA4"
"1241","MAGEB18"
"1242","MAGEE1"
"1243","MAGEH1"
"1244","MAMDC2"
"1245","MAN1A1"
"1246","MAN1A2"
"1247","MAN1C1"
"1248","MAN2B2"
"1249","MAP2K3"
"1250","MAP3K1"
"1251","MAP7D2"
"1252","MAPK4"
"1253","MAPK8IP2"
"1254","MAPRE1"
"1255","MAPT"
"1256","MARCH8"
"1257","MASP1"
"1258","MAT1A"
"1259","MATN1"
"1260","MBLAC1"
"1261","MBP"
"1262","MCF2L2"
"1263","MCL1"
"1264","MCM3APAS"
"1265","MCM5"
"1266","MCM8"
"1267","MDH2"
"1268","MED19"
"1269","MED31"
"1270","MED4"
"1271","MEIS3P1"
"1272","MEOX1"
"1273","MEOX2"
"1274","MESP2"
"1275","METTL10"
"1276","METTL12"
"1277","METTL6"
"1278","METTL7A"
"1279","METTL7B"
"1280","METTL8"
"1281","MFAP4"
"1282","MFI2"
"1283","MFSD2B"
"1284","MGAT5B"
"1285","MGC12916"
"1286","MGC12982"
"1287","MGC16025"
"1288","MGC16142"
"1289","MGC16703"
"1290","MGC87042"
"1291","MGP"
"1292","MIPEP"
"1293","MKKS"
"1294","MKLN1"
"1295","MKRN3"
"1296","MLANA"
"1297","MLLT4"
"1298","MLNR"
"1299","MLXIPL"
"1300","MMP19"
"1301","MMRN2"
"1302","MNX1"
"1303","MOBKL1A"
"1304","MOGAT3"
"1305","MOGS"
"1306","MON1A"
"1307","MON2"
"1308","MORN4"
"1309","MPHOSPH10"
"1310","MPP2"
"1311","MPP4"
"1312","MPPED2"
"1313","MRAP"
"1314","MRFAP1"
"1315","MRGPRD"
"1316","MRPL13"
"1317","MRPL15"
"1318","MRPL17"
"1319","MRPL1"
"1320","MRPL55"
"1321","MRPS21"
"1322","MRPS26"
"1323","MRPS28"
"1324","MS4A2"
"1325","MSH3"
"1326","MSRB2"
"1327","MSX1"
"1328","MT1DP"
"1329","MT1M"
"1330","MTAP"
"1331","MTCP1"
"1332","MTERFD1"
"1333","MTP18"
"1334","MTRF1L"
"1335","MTRF1"
"1336","MUSTN1"
"1337","MYADML2"
"1338","MYBL1"
"1339","MYBPC3"
"1340","MYCBPAP"
"1341","MYC"
"1342","MYH4"
"1343","MYL12A"
"1344","MYL1"
"1345","MYLK2"
"1346","MYO6"
"1347","MYO7B"
"1348","MYOCD"
"1349","MYOZ1"
"1350","MYRIP"
"1351","NAF1"
"1352","NAGA"
"1353","NANOG"
"1354","NANOS2"
"1355","NANOS3"
"1356","NANP"
"1357","NAPEPLD"
"1358","NAT8L"
"1359","NBPF16"
"1360","NBPF3"
"1361","NCAM2"
"1362","NCAPH2"
"1363","NCOA2"
"1364","NCOA7"
"1365","NCRNA00051"
