"","x"
"902","SKA2"
"903","SKA3"
"904","SKI"
"905","SLC25A14"
"906","SLC25A15"
"907","SLC25A19"
"908","SLC25A32"
"909","SLC25A38"
"910","SLC25A3"
"911","SLC25A40"
"912","SLC25A5"
"913","SLC27A1"
"914","SLC2A4RG"
"915","SLC30A3"
"916","SLC30A6"
"917","SLC35B1"
"918","SLC4A1AP"
"919","SLC4A5"
"920","SLC5A6"
"921","SLC9A1"
"922","SLC9A6"
"923","SMARCD2"
"924","SMARCE1"
"925","SMC1A"
"926","SMC3"
"927","SMC4"
"928","SMN1"
"929","SMN2"
"930","SMURF2"
"931","SMYD5"
"932","SNF8"
"933","SNRNP25"
"934","SNRPA1"
"935","SNRPD1"
"936","SNRPF"
"937","SNRPG"
"938","SNX17"
"939","SP4"
"940","SPAG5"
"941","SPATA12"
"942","SPC24"
"943","SPC25"
"944","SPPL3"
"945","SPRYD3"
"946","SPRYD4"
"947","SPTAN1"
"948","SRBD1"
"949","SRP68"
"950","SRPK1"
"951","SSB"
"952","ST6GALNAC6"
"953","STAG2"
"954","STAG3L4"
"955","STIL"
"956","STRADA"
"957","STXBP4"
"958","SUCLG1"
"959","SUDS3"
"960","SUMO1P3"
"961","SUMO1"
"962","SUMO2"
"963","SUPT4H1"
"964","SUPT7L"
"965","SUV39H1"
"966","SUZ12"
"967","SYCE2"
"968","SYNC"
"969","SYVN1"
"970","TACC3"
"971","TACO1"
"972","TADA2A"
"973","TAF1B"
"974","TAF4B"
"975","TAF5"
"976","TAX1BP3"
"977","TBC1D12"
"978","TCF19"
"979","TCP1"
"980","TDG"
"981","TERC"
"982","TET1"
"983","TEX15"
"984","TEX19"
"985","TFAM"
"986","THADA"
"987","THAP5"
"988","THOC7"
"989","THUMPD3"
"990","TIMELESS"
"991","TIMM10"
"992","TIMM8A"
"993","TIPIN"
"994","TK1"
"995","TLCD1"
"996","TLK2"
"997","TMBIM1"
"998","TMEM101"
"999","TMEM106C"
"1000","TMEM150A"
"1001","TMEM175"
"1002","TMEM182"
"1003","TMEM18"
"1004","TMEM194A"
"1005","TMEM199"
"1006","TMEM216"
"1007","TMEM5"
"1008","TMEM63B"
"1009","TMEM97"
"1010","TMPO"
"1011","TNKS1BP1"
"1012","TOLLIP"
"1013","TOM1L1"
"1014","TOM1"
"1015","TOP2A"
"1016","TPRKB"
"1017","TPST2"
"1018","TPX2"
"1019","TRAIP"
"1020","TRIAP1"
"1021","TRIM37"
"1022","TRIM55"
"1023","TRIP13"
"1024","TRMT61B"
"1025","TRNT1"
"1026","TROAP"
"1027","TSFM"
"1028","TSN"
"1029","TSSC1"
"1030","TTC21B"
"1031","TTC27"
"1032","TTC30A"
"1033","TTC30B"
"1034","TTC39C"
"1035","TTF2"
"1036","TTK"
"1037","TUBA1B"
"1038","TUBA1C"
"1039","TUBD1"
"1040","TUBG1"
"1041","TXNDC9"
"1042","TYMS"
"1043","UBE2A"
"1044","UBE2C"
"1045","UBE2N"
"1046","UBE2O"
"1047","UBE2S"
"1048","UBE2T"
"1049","UBE2Z"
"1050","UBE4B"
"1051","UBTD1"
"1052","UBXN2A"
"1053","UGT8"
"1054","UHRF1"
"1055","UNC50"
"1056","UNG"
"1057","UNK"
"1058","UQCRC1"
"1059","USP13"
"1060","USP32"
"1061","USP37"
"1062","USP39"
"1063","UTP14A"
"1064","UTP18"
"1065","UTP20"
"1066","UTP6"
"1067","VBP1"
"1068","VHL"
"1069","VMA21"
"1070","VPRBP"
"1071","VPS13D"
"1072","VPS25"
"1073","VPS33A"
"1074","VRK2"
"1075","VWA1"
"1076","WBP11P1"
"1077","WDR12"
"1078","WDR37"
"1079","WDR43"
"1080","WDR67"
"1081","WDR75"
"1082","WDTC1"
"1083","WFS1"
"1084","XPOT"
"1085","XRCC2"
"1086","YEATS4"
"1087","YIPF4"
"1088","YPEL3"
"1089","ZBTB2"
"1090","ZBTB33"
"1091","ZBTB39"
"1092","ZC3H15"
"1093","ZFP36L1"
"1094","ZNF200"
"1095","ZNF207"
