"","x"
"567","PRM1"
"568","PRNT"
"569","PRR21"
"570","PRR23A"
"571","PRR23B"
"572","PRSS37"
"573","PRSS55"
"574","PSMB11"
"575","PWRN2"
"576","RAB3C"
"577","RAB9BP1"
"578","RAG2"
"579","REG1P"
"580","REXO1L1"
"581","RGR"
"582","RGS7"
"583","RGSL1"
"584","RNASE11"
"585","RNASE8"
"586","RNASE9"
"587","RNF133"
"588","SCARNA23"
"589","SERPINA7"
"590","SERPINC1"
"591","SI"
"592","SLC12A5"
"593","SLC17A4"
"594","SLC22A24"
"595","SLC22A2"
"596","SLC2A2"
"597","SLC35F1"
"598","SLC36A2"
"599","SLC4A10"
"600","SLC7A13"
"601","SLITRK2"
"602","SNORA14A"
"603","SNORA48"
"604","SNORA62"
"605","SNORA70"
"606","SNORA78"
"607","SNORD115"
"608","SNORD22"
"609","SPAG11B"
"610","SPAM1"
"611","SPINT3"
"612","SSX5"
"613","ST8SIA3"
"614","SULT1B1"
"615","SYCN"
"616","TAAR2"
"617","TAAR5"
"618","TAAR6"
"619","TAAR8"
"620","TAAR9"
"621","TAS2R16"
"622","TAS2R30"
"623","TAS2R39"
"624","TAS2R7"
"625","TAS2R8"
"626","TAS2R9"
"627","TAT"
"628","TBX22"
"629","TCEB3C"
"630","TCP10L2"
"631","TCP10"
"632","TECRL"
"633","TFAMP1"
"634","TKTL1"
"635","TM4SF20"
"636","TM4SF4"
"637","TMCO2"
"638","TMEM174"
"639","TMEM225"
"640","TPD52L3"
"641","TRIM40"
"642","TSG1"
"643","TTR"
"644","TTTY11"
"645","TTTY12"
"646","TTTY4C"
"647","TTTY6"
"648","TXNDC2"
"649","UBQLN3"
"650","USP17L2"
"651","USP17L6P"
"652","USP29"
"653","VN1R2"
"654","VSTM2A"
"655","VTN"
"656","XIRP2"
"657","XKRY2"
"658","ZCCHC16"
"659","ZIC1"
"660","ZIC3"
"661","ZIC4"
"662","ZNF157"
"663","ZNF454"
"664","ZNF705A"
"665","ZNF717"
"666","ZNF735"
"667","ZNF804B"
"668","ZNRF4"
